ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	2025-2	2025-3	2025-4	2025-5	2025-6	2025-7
16588	-68.275	4.375	Orinoquia oriental	VICHADA	CUMARIBO	73.7	43.9	30.4	19	30.5	19.7
16589	-68.225	4.375	Orinoquia oriental	VICHADA	CUMARIBO	68.2	42.3	35.3	22.8	33.6	21.3
16590	-68.175	4.375	Orinoquia oriental	VICHADA	CUMARIBO	72.2	44.6	29	21.3	32.8	21.9
16591	-68.125	4.375	Orinoquia oriental	VICHADA	CUMARIBO	67.8	44.5	31.4	21.6	33.6	24.2
16592	-68.075	4.375	Orinoquia oriental	VICHADA	CUMARIBO	67.5	39.4	35.1	19.1	32	24.6
16593	-68.025	4.375	Orinoquia oriental	VICHADA	CUMARIBO	65	41.9	34.2	16.9	31.1	23.6
16594	-67.975	4.375	Orinoquia oriental	VICHADA	CUMARIBO	63.9	46.7	34.6	19.5	36.9	26.6
16595	-67.925	4.375	Orinoquia oriental	VICHADA	CUMARIBO	61.9	46.2	34.3	19.4	37.8	28.4
16596	-67.875	4.375	Orinoquia oriental	VICHADA	CUMARIBO	62.5	46.4	34.8	20.3	41.5	28.5
16597	-67.825	4.375	Orinoquia oriental	VICHADA	CUMARIBO	59.4	46.4	29.5	21.6	40.4	19.7
16598	-67.775	4.375	Orinoquia oriental	VICHADA	CUMARIBO	61.7	45.3	30.6	22.5	44.3	20.1
16599	-77.425	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	31.3	26.6	53.2	18.9	33.4	3.9
16600	-77.375	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	29.5	23.6	51.6	18.8	35.4	4.4
16601	-77.325	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	29.2	24	50	20.6	33.8	4.3
16602	-77.275	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	30.1	24.1	51.5	20.5	27	4.5
16603	-77.225	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	30.9	28.3	53.3	22	32.3	4.3
16604	-77.175	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	27.7	23	49.6	21.5	30.8	4.2
16605	-77.125	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	26	20.7	52.9	18.6	28.1	3.8
16606	-77.075	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	32.4	19.1	51.7	19.3	25.2	4.4
16607	-77.025	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	30.6	17.7	50.2	21.1	24.4	4.1
16608	-76.975	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	32.1	20.4	53.5	26.5	26.9	3.6
16609	-76.925	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	28.8	27.1	50.5	29.9	27.6	3
16610	-76.875	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	32.7	26.6	45.5	33	26.4	2.5
16611	-76.825	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	31.6	23.7	45.3	33.8	26.8	3.5
16612	-76.775	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	30.4	24.6	43.8	37.7	32.3	4.8
16613	-76.725	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	37.6	28.1	46.9	41.6	36.8	10.7
16614	-76.675	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	36.7	34.6	43.5	45.4	35.5	14.4
16615	-76.625	4.325	Pacífico norte y central	CHOCÓ	EL LITORAL DEL SAN JUAN	39.5	35.4	42.2	54.4	30.5	22.2
16616	-76.575	4.325	Risaralda - Saldaña	CHOCÓ	EL LITORAL DEL SAN JUAN	41.4	51.4	30.8	48.1	28.8	32.6
16617	-76.525	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	47.1	53.4	30.4	44	30.7	31.8
16618	-76.475	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	49.6	63	28.1	48.9	35.4	34.3
16619	-76.425	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	42.8	62.7	31.1	43.9	40.4	36
16620	-76.375	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	46	62.9	34	42.5	36.1	38
16621	-76.325	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	46.3	63.4	33.9	47.3	43.4	35
16622	-76.275	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	49.8	58.7	33.1	46.9	43.8	34.6
16623	-76.225	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	BOLÍVAR	47.5	62.6	34	47.5	49.1	32.9
16624	-76.175	4.325	Sur Magdalena - Cauca	VALLE DEL CAUCA	BOLÍVAR	40.3	57.4	56.7	33.9	22.4	48.3
16625	-76.125	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	ZARZAL	44.5	60.7	31.6	48.7	55.2	37.4
16626	-76.075	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	ZARZAL	46.5	64	30.2	48.2	56	36.9
16627	-76.025	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	ZARZAL	50.3	61.9	27.8	52.4	58	37.8
16628	-75.975	4.325	Sur Magdalena - Cauca	VALLE DEL CAUCA	ZARZAL	46.7	67.6	52.1	45.2	16	57.4
16629	-75.925	4.325	Sur Magdalena - Cauca	VALLE DEL CAUCA	SEVILLA	46.7	58.7	50.1	38.3	13.7	51.9
16630	-75.875	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	SEVILLA	64.6	56.1	26.9	49.2	58.1	34.6
16631	-75.825	4.325	Risaralda - Saldaña	VALLE DEL CAUCA	CAICEDONIA	62.5	55	23.5	45.8	60.2	30.9
16632	-75.775	4.325	Risaralda - Saldaña	QUINDIO	PIJAO	63.1	54.3	25.3	46.6	63.3	33
16633	-75.725	4.325	Risaralda - Saldaña	QUINDIO	PIJAO	73.7	64.2	34.9	53.9	68.4	40.2
16634	-75.675	4.325	Risaralda - Saldaña	QUINDIO	PIJAO	75.8	66.3	41.2	51.8	77.3	38.9
16635	-75.625	4.325	Risaralda - Saldaña	QUINDIO	PIJAO	76.3	65.4	39.7	51.1	79.7	32.8
16636	-75.575	4.325	Risaralda - Saldaña	TOLIMA	CAJAMARCA	77.9	64.6	42.9	51.8	82.2	29.7
16637	-75.525	4.325	Risaralda - Saldaña	TOLIMA	CAJAMARCA	74	65.7	47	51.2	80.6	28.2
16638	-75.475	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	82.9	68.2	46.4	46.8	78.6	28.2
16639	-75.425	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	81.9	66.6	45.7	43.8	78.7	29.6
16640	-75.375	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	72.3	63.6	41.8	46.8	83	33.6
16641	-75.325	4.325	Risaralda - Saldaña	TOLIMA	ROVIRA	62.2	64.7	39.2	44.7	80.5	33.7
16642	-75.275	4.325	Risaralda - Saldaña	TOLIMA	ROVIRA	62.2	62.7	39	42.8	78.9	32.4
16643	-75.225	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	61.8	53	38.8	40.6	79.9	34.8
16644	-75.175	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	59.7	51.5	30.4	40.5	80.4	38
16645	-75.125	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	63.7	54.7	31.6	38.4	80.5	50
16646	-75.075	4.325	Risaralda - Saldaña	TOLIMA	IBAGUÉ	62.7	55.4	38.2	41.1	81	44.2
16647	-75.025	4.325	Risaralda - Saldaña	TOLIMA	COELLO	65.3	49	33.6	37.1	81	40.2
16648	-74.975	4.325	Risaralda - Saldaña	TOLIMA	COELLO	63.8	46.8	46.9	40.6	69.6	41.3
16649	-74.925	4.325	Risaralda - Saldaña	TOLIMA	COELLO	61.2	45	52.4	41.2	67.3	41.7
16650	-74.875	4.325	Sogamoso - Lebrija - altiplano	TOLIMA	COELLO	73.8	26.7	30.7	36.3	32.2	60
16651	-74.825	4.325	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	GIRARDOT	67.8	26.1	27.8	35.5	29.4	60.4
16652	-74.775	4.325	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	RICAURTE	65.9	30.9	28.5	35.2	31.5	54.1
16653	-74.725	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	RICAURTE	60.3	40.8	33.4	35	24	59.9
16654	-74.675	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	RICAURTE	62.5	46.2	46.3	42.9	22.3	65.3
16655	-74.625	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	NILO	65.4	52.6	44.4	38.7	23.3	72.2
16656	-74.575	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	NILO	66.5	60.1	49.5	45.9	23.2	76.7
16657	-74.525	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	NILO	66.1	61.2	59.6	45.6	23.5	78.6
16658	-74.475	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	TIBACUY	64.4	68.2	54.3	46.7	23.7	68.3
16659	-74.425	4.325	Sur Magdalena - Cauca	CUNDINAMARCA	FUSAGASUGÁ	68.2	73	54.2	47.1	27.9	70.6
16660	-74.375	4.325	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	FUSAGASUGÁ	61.5	61.8	42.1	47.8	45.4	73
16661	-74.325	4.325	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	PASCA	66.1	57.4	39.4	42.7	43.4	67.7
16662	-74.275	4.325	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	PASCA	65.3	52.9	44.3	37.9	43.4	64.7
16663	-74.225	4.325	Sogamoso - Lebrija - altiplano	CUNDINAMARCA	PASCA	71.6	50.7	38.5	33.8	25.6	54.5
16664	-74.175	4.325	Sogamoso - Lebrija - altiplano	BOGOTÁ, D.C.	BOGOTÁ, D.C.	72.5	49.9	44.2	26.7	25.1	52.6
16665	-74.125	4.325	Orinoquia occidental	BOGOTÁ, D.C.	BOGOTÁ, D.C.	76.5	51.5	41.7	34.1	30.6	55
16666	-74.075	4.325	Orinoquia occidental	CUNDINAMARCA	UNE	71.5	50.5	39.4	32.8	40.9	62.3
16667	-74.025	4.325	Orinoquia occidental	CUNDINAMARCA	UNE	71.8	59.9	46	37.7	48.2	71.6
16668	-73.975	4.325	Orinoquia occidental	CUNDINAMARCA	FOSCA	69.5	53.7	36.3	37.7	28.1	61.8
16669	-73.925	4.325	Orinoquia occidental	CUNDINAMARCA	FOSCA	69.5	53.9	39.3	39.4	29.6	69.8
16670	-73.875	4.325	Orinoquia occidental	CUNDINAMARCA	QUETAME	65.6	48	41.8	42.8	34.6	79.3
16671	-73.825	4.325	Orinoquia occidental	CUNDINAMARCA	QUETAME	54.5	48	35.9	42.1	35.8	78.7
16672	-73.775	4.325	Orinoquia occidental	META	EL CALVARIO	49.3	51.7	36.3	47	51.4	77.6
16673	-73.725	4.325	Orinoquia occidental	META	EL CALVARIO	48	43.9	29.6	33.3	31.7	62.3
16674	-73.675	4.325	Orinoquia occidental	META	EL CALVARIO	47.7	41	28.6	37.9	30.1	59.7
16675	-73.625	4.325	Orinoquia occidental	META	EL CALVARIO	50.3	39.4	25.6	39.2	32.1	58.9
16676	-73.575	4.325	Orinoquia occidental	META	RESTREPO	50.5	33.7	29.9	36.9	28.1	56.7
16677	-73.525	4.325	Orinoquia occidental	CUNDINAMARCA	MEDINA	51.1	32.4	32.8	37.2	27.6	55.3
16678	-73.475	4.325	Orinoquia occidental	CUNDINAMARCA	MEDINA	48.8	30.6	35.2	38.5	26.1	54.4
16679	-73.425	4.325	Orinoquia occidental	CUNDINAMARCA	MEDINA	46.9	27.8	40.5	34.9	25.3	49.9
16680	-73.375	4.325	Orinoquia occidental	CUNDINAMARCA	PARATEBUENO	50.8	25.7	40.3	35.6	28.9	50.2
