ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	2025-2	2025-3	2025-4	2025-5	2025-6	2025-7
30124	-75.125	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	1	1	1
30125	-75.075	1.025	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	3	1	1	1	1	1
30126	-75.025	1.025	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	3	1	1	1	1	1
30127	-74.975	1.025	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	3	1	1	1	1	1
30128	-74.925	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	1	1	1
30129	-74.875	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	1	1	1
30130	-74.825	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	1	1	1
30131	-74.775	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	1	2	1
30132	-74.725	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	1	2	1
30133	-74.675	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	1	2	1
30134	-74.625	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	2	3	1
30135	-74.575	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	2	3	1
30136	-74.525	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	2	3	1
30137	-74.475	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	2	2	1
30138	-74.425	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	2	1	1
30139	-74.375	1.025	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	3	1	1	2	1	1
30140	-74.325	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30141	-74.275	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30142	-74.225	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30143	-74.175	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30144	-74.125	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30145	-74.075	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30146	-74.025	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30147	-73.975	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30148	-73.925	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30149	-73.875	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30150	-73.825	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30151	-73.775	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30152	-73.725	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30153	-73.675	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30154	-73.625	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	3	1
30155	-73.575	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30156	-73.525	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	1	1	1
30157	-73.475	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	3	1	1
30158	-73.425	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	2	1	1
30159	-73.375	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	2	3	1
30160	-73.325	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	3	1	1
30161	-73.275	1.025	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	3	1	1	3	1	1
30162	-73.225	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	2	3	1
30163	-73.175	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	2	3	1
30164	-73.125	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	2	1	1
30165	-73.075	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	3	3	1
30166	-73.025	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	3	3	1
30167	-72.975	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	3	3	1
30168	-72.925	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	3	3	1
30169	-72.875	1.025	Norte Amazonia	GUAVIARE	CALAMAR	3	1	1	3	3	1
30170	-72.825	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	3	3	1
30171	-72.775	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	3	3	1
30172	-72.725	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	2	1	1
30173	-72.675	1.025	Norte Amazonia	CAQUETÁ	SOLANO	3	1	1	2	3	1
